username,user_handle,date,retweets,favorites,text,geological_location,mentions,hashtags,tweet_id,permalink
Flash Technology,flashtechnology,4/5/2017 11:48,0,1,Bill shows us how to identify failures in the FTB 324x high voltage circuit using three isolation steps. https://youtu.be/RewYWt6hDjA # flashabout,,,#,8.50E+17,https://twitter.com/flashtechnology/status/849650077324922883
Flash Technology,flashtechnology,2/2/2017 11:18,0,1,Enjoyed spending time with # teammillerco at a recent 2-day # flashuniversity individual certification class. # flashaboutpic.twitter.com/8ScsBxvhBV,,,# # #,8.27E+17,https://twitter.com/flashtechnology/status/827189571091841025
Flash Technology,flashtechnology,1/12/2017 16:15,0,1,Excited to host @ NATEsafety FREE fall prevention training on 3/9. Register at http://ow.ly/7ABS307WNI8 # knowsafetynoaccidents # towerclimber,,@,# #,8.20E+17,https://twitter.com/flashtechnology/status/819653982876561410
Flash Technology,flashtechnology,12/25/2016 7:55,0,1,Thank you for your friendship and business. We hope you have the happiest of holidays!pic.twitter.com/yknv0TfySh,,,,8.13E+17,https://twitter.com/flashtechnology/status/813005169046786048
Flash Technology,flashtechnology,9/22/2016 10:10,0,1,Thanks to all of you that were able to stop by our # summerof69 client appreciation event at # supermobility last week!pic.twitter.com/obhBRuZY6B,,,# #,7.79E+17,https://twitter.com/flashtechnology/status/778959682530643969
Flash Technology,flashtechnology,9/20/2016 14:58,0,1,We are proud to announce that Field Services is now certified by the NATE STAR initiative!http://ow.ly/ZdOL304oFNU,,,,7.78E+17,https://twitter.com/flashtechnology/status/778307342773391362
Flash Technology,flashtechnology,8/17/2016 6:25,0,1,EMI issues on comm towers can be difficult to troubleshoot. Good install habits are the best preventative measure.http://ow.ly/8SyG303gnkK,,,,7.66E+17,https://twitter.com/flashtechnology/status/765856999896707072
Flash Technology,flashtechnology,7/29/2016 14:25,0,1,Our new website will launch soon! And we'll continue to launch more features to better serve you incoming months.pic.twitter.com/DcIIAJPXQx,,,,7.59E+17,https://twitter.com/flashtechnology/status/759092605497987073
Healthy 44 Care,H44Care,1/11/2018 11:26,0,1,Flash Technology FTB324-3 Tower light system FAA L-864/L-865 FH324 strobe/LED http://leto.steinstone.info/US/categories/twt/?item=332517299266 …,,,,9.51E+17,https://twitter.com/H44Care/status/951490461616754688
🇺🇸U.S. Flash Feed🇺🇸,Flash_Feed,6/22/2016 22:44,0,1,FAA Finalizes Rules For Hobbyist and Commercial Drone Flight | Flash Technology News http://fb.me/4RINWpGHx,,,,7.46E+17,https://twitter.com/Flash_Feed/status/745809630039785473
Flash Technology,flashtechnology,7/11/2018 11:18,0,1,Discover best practices for installing the Vanguard® Medium FTS 370d obstruction lighting system. https://youtu.be/fWKAkd0oLZU,,,,1.02E+18,https://twitter.com/flashtechnology/status/1017065550650933248
Genesis Lamp,GenesisLampCorp,10/12/2017 15:34,0,1,Flash Technology’s Vanguard LED obstruction lighting system http://sumo.ly/HdLt via @ Windpower_Eng,,@,,9.19E+17,https://twitter.com/GenesisLampCorp/status/918560423028383746
Patricia W. Adam,patriciawadam,3/26/2017 15:20,0,1,Tower Lighting !!!! Vanguard Led Series By Flash Technology FTS 370d https://goo.gl/fb/UEKBlT,,,,8.46E+17,https://twitter.com/patriciawadam/status/846079320384716800
Flash Technology,flashtechnology,4/10/2018 10:00,0,1,"Stop by booth C2457 at @ NABShow to learn about Vanguard FTS 270, our new high intensity L-856/L-864 LED lighting solution. We'll be here 9am-6pm today and tomorrow, and 9am-2pm on Thursday. # nabshow # towerlighting # broadcastpic.twitter.com/c0kWjagvWS",,@,# # #,9.84E+17,https://twitter.com/flashtechnology/status/983706403046117376
Flash Technology,flashtechnology,4/9/2018 10:10,0,1,Obstruction lighting systems ship with a variety of tape. Ensure you understand why and how to properly secure cables to the tower using the 2-3-4 tape method. https://youtu.be/PLGOeuxTP4U,,,,9.83E+17,https://twitter.com/flashtechnology/status/983346449810259970
Flash Technology,flashtechnology,6/28/2017 10:46,0,1,"The FTS 371 LED system is ideal for red only telecom, utility & MET tower lighting. Walk through the features. https://youtu.be/f8tmbKlSzX8",,,,8.80E+17,https://twitter.com/flashtechnology/status/880074986504966145
Flash Technology,flashtechnology,6/15/2017 12:40,0,1,3.5 million lbs steel + 15 million lbs concrete + FTB 225 lighting system = # Sutro Tower http://ow.ly/LV0Y30cCt6O # flashabout # sanfrancisco,,,# # #,8.75E+17,https://twitter.com/flashtechnology/status/875392475073888257
Flash Technology,flashtechnology,10/11/2017 10:13,0,1,. @ Whiteman_AFB is home to the # B2 Spirit Stealth Bomber & an FTS 800 # airportlighting system. # flashabout # 509thbw # followuspic.twitter.com/Zc6wGrubxF,,@,# # # # #,9.18E+17,https://twitter.com/flashtechnology/status/918117319238230016
Flash Technology,flashtechnology,7/11/2018 11:18,0,1,Discover best practices for installing the Vanguard® Medium FTS 370d obstruction lighting system.https://youtu.be/fWKAkd0oLZU,,,,1.02E+18,https://twitter.com/flashtechnology/status/1017065550650933248
Flash Technology,flashtechnology,7/11/2018 11:18,0,1,Discover best practices for installing the Vanguard® Medium FTS 370d obstruction lighting system. https://youtu.be/fWKAkd0oLZU,,,,1.02E+18,https://twitter.com/flashtechnology/status/1017065550650933248
Patricia W. Adam,patriciawadam,3/26/2017 15:20,0,1,Tower Lighting !!!! Vanguard Led Series By Flash Technology FTS 370d https://goo.gl/fb/UEKBlT,,,,8.46E+17,https://twitter.com/patriciawadam/status/846079320384716800
Michael Smith,LIGHTINGAGENT,5/20/2017 14:13,0,1,"Global LED Obstruct Lighting Market-Flash Technology (SPX), Obelux, Dialight, TRANBERG - Publicist Report - Market Research News by Market.…",,,,8.66E+17,https://twitter.com/LIGHTINGAGENT/status/865993821888405504
ZipRecruiter Jobs,ZRJobs,12/28/2015 13:48,0,1,"SPX Flash Technology is # hiring Regional Sales Manager in Franklin, TN http://ziprecruiter.com/tj/ebdda538 # jobs # Franklin # Sales # BizDev",,,# # # # #,6.82E+17,https://twitter.com/ZRJobs/status/681547377031950341
Michael Smith,LIGHTINGAGENT,5/20/2017 14:13,0,1,"Global LED Obstruct Lighting Market-Flash Technology (SPX), Obelux, Dialight, TRANBERG - Publicist Report - Market Research News by Market.…",,,,8.66E+17,https://twitter.com/LIGHTINGAGENT/status/865993821888405504
Patricia W. Adam,patriciawadam,3/26/2017 15:20,0,1,Tower Lighting !!!! Vanguard Led Series By Flash Technology FTS 370d https://goo.gl/fb/UEKBlT,,,,8.46E+17,https://twitter.com/patriciawadam/status/846079320384716800
Flash Technology,flashtechnology,7/11/2018 11:18,0,1,Discover best practices for installing the Vanguard® Medium FTS 370d obstruction lighting system. https://youtu.be/fWKAkd0oLZU,,,,1.02E+18,https://twitter.com/flashtechnology/status/1017065550650933248
Genesis Lamp,GenesisLampCorp,10/12/2017 15:34,0,1,Flash Technology’s Vanguard LED obstruction lighting system http://sumo.ly/HdLt via @ Windpower_Eng,,@,,9.19E+17,https://twitter.com/GenesisLampCorp/status/918560423028383746
CNBC Top Stories,CNBCTopStories,9/20/2012 15:48,2,0,Flash Crash Part 2 Could Come at Any Time: Analyst http://bit.ly/P3B43X $.SPX $ SPY # Technology # StockMarket # PoliticsGovernment # Internet,,,# # # #,2.49E+17,https://twitter.com/CNBCTopStories/status/248871158534004737
CNBC Top Stories,CNBCTopStories,9/20/2012 15:48,2,0,Flash Crash Part 2 Could Come at Any Time: Analyst http://bit.ly/P3B43X $.SPX $ SPY # Technology # StockMarket # PoliticsGovernment # Internet,,,# # # #,2.49E+17,https://twitter.com/CNBCTopStories/status/248871158534004737
AGL Media Group,AGLMediaGrp,10/18/2012 16:55,1,0,Flash Technology unveils a new innovation in obstruction lighting. http://j.mp/VfSjGf,,,,2.59E+17,https://twitter.com/AGLMediaGrp/status/259034926698094595
AGL Media Group,AGLMediaGrp,10/18/2012 16:55,1,0,Flash Technology unveils a new innovation in obstruction lighting. http://j.mp/VfSjGf,,,,2.59E+17,https://twitter.com/AGLMediaGrp/status/259034926698094595
Flash Technology,flashtechnology,7/17/2018 15:05,0,0,The FTB 205 high intensity xenon tower lighting system now ships with a new coupling transformer assembly. Integrating couplers increases the reliability of the lighting system by improving tube and trigger performance. Instruction sheet and manual at http://ow.ly/blXD30kZQjZ pic.twitter.com/mmrl4tUqeB,,,,1.02E+18,https://twitter.com/flashtechnology/status/1019296983201091584
BYUEnglishInternship,BYUEnglintern,3/28/2017 16:51,0,0,Apply before Apr 16 for a technical writing # internship with IM Flash Technologies. @ flashtechnology # writing http://englishinternships.byu.edu/?p=1607 pic.twitter.com/kCud4FW864,,@,# #,8.47E+17,https://twitter.com/BYUEnglintern/status/846827231003389952
DataGroup Asia,DataGroupAsia,5/26/2015 16:34,0,0,Flash Technology http://dg-di.cn/DG/11/7793.htm # FlashTechnology # UnitedStates # TacticalStrategic # Report # Corporate # Profit # Loss # Company,,,# # # # # # # #,6.03E+17,https://twitter.com/DataGroupAsia/status/603298103895142400
Flash Technology,flashtechnology,10/10/2011 16:36,0,0,"Flash Technology will be at AWEA Offshore tomorrow, will we see you? http://conta.cc/ozEeST # constantcontact",,,#,1.23E+17,https://twitter.com/flashtechnology/status/123497156119232512
Flash Technology,flashtechnology,9/22/2011 17:34,0,0,Flash Technology will be at CANWEA http://conta.cc/nWmLkd # constantcontact,,,#,1.17E+17,https://twitter.com/flashtechnology/status/116988879952818176
Flash Technology,flashtechnology,9/22/2011 9:41,0,0,Flash Technology wants to see you at PCIA http://conta.cc/rqUcoM # constantcontact,,,#,1.17E+17,https://twitter.com/flashtechnology/status/116869737157369857
Flash Technology,flashtechnology,6/24/2011 10:26,0,0,Light the Wind - News from Flash Technology http://conta.cc/jazpvK via # constantcontact,,,#,8.43E+16,https://twitter.com/flashtechnology/status/84266162405376000
Flash Technology,flashtechnology,5/19/2011 16:51,0,0,Flash Technology Launches New DC-powered Meteorological Ligh... http://conta.cc/jehb9S via # constantcontact,,,#,7.13E+16,https://twitter.com/flashtechnology/status/71317071178375168
Flash Technology,flashtechnology,5/9/2011 13:26,0,0,Flash Technology at Windpower 2011 http://conta.cc/knZ9JI via # constantcontact,,,#,6.76E+16,https://twitter.com/flashtechnology/status/67641613173784578
Flash Technology,flashtechnology,10/25/2010 7:01,0,0,"Flash Technology @CANWEAs Annual Conference & Expo, November 1-3 Montreal, Quebec ... http://conta.cc/bxRflz via # constantcontact",,@CANWEA,#,28679740083,https://twitter.com/flashtechnology/status/28679740083
ArticlesMagic Plus!,ArticlesMP,9/30/2010 5:06,0,0,Ignoring # PDF to Flash Technology can be a huge mistake http://goo.gl/fb/G3wzC # businessesonline # flashtechnology,,,# # #,25963114730,https://twitter.com/ArticlesMP/status/25963114730
Flash Technology,flashtechnology,9/28/2010 6:02,0,0,"Come see Flash Technology's at AWEA Offshore Oct 5-7 in Atlantic City, NJ.... http://conta.cc/bFraAY via # constantcontact",,,#,25771206937,https://twitter.com/flashtechnology/status/25771206937
Flash Technology,flashtechnology,9/7/2010 7:03,0,0,Flash Technology's advanced MET tower lighting solutions wil... http://conta.cc/cyVKGo via # constantcontact,,,#,23227725515,https://twitter.com/flashtechnology/status/23227725515
People Exclusive,PeoplExclusive,7/18/2018 7:24,0,0,"Global LED Obstruct Lighting Market Current and Future Prospect by 2023: Avlite, Dialight, Flash Technology (SPX) and Hughey & Phillips https://peopleexclusive.com/global-led-obstruct-lighting-market-current-and-future-prospect-challenges/ …",,,,1.02E+18,https://twitter.com/PeoplExclusive/status/1019543385617633280
Loot Mountain,LootMountain,5/8/2018 4:41,0,0,"... Delta Box, Shenzhen Xingbiao, OBSTA, Orga Aviation, Holland Aviation, Shenzhen Ruibu, International Tower Lighting, Flash Technology ( SPX ), Dialight, Obelux, Hubbell Incorporated and Cooper Industries. LED O .. https://www.google.com/url?rct=j&sa=t&url=https://theanalystfinancial.com/191279/led-obstruct-lighting-market-development-by-2023-hughey-phillips-avlite-dialight-and-flash-technology-spx/&ct=ga&cd=CAIyHDAxNGFjNDI5ZGFjY2I1ODM6Y29tOmVuOlVTOlI&usg=AFQjCNE7BeEQefSlaE9bWdvgVHxM8TcAYA …",,,,9.94E+17,https://twitter.com/LootMountain/status/993772751621156864
IT Jobs Tennessee,ITTennessee,1/16/2018 4:08,0,0,"Tech Support Analyst: Job Summary About Flash Technology Flash Technology, an SPX Corporation business, provides certified FAA obstruction lighting systems, tower lights, and monitoring equipment to the telecom,… http://tw.eet.link/QBPwn0 # IT # job # hiring # IT # techjob # ITJob",,,# # # # # #,9.53E+17,https://twitter.com/ITTennessee/status/953192118071148544
Global LEDsOLEDs,GlobalLEDsOLEDs,5/2/2017 8:14,0,0,"Global Medium Intensity LED Obstruct Light Market 2017 - Dialight, Avlite, Flash Technology (SPX), Orga Aviation,... http://fb.me/ypmmQSEf",,,,8.59E+17,https://twitter.com/GlobalLEDsOLEDs/status/859380595238907904
D. Pryor,TheOriginator23,8/6/2015 13:40,0,0,SPX Flash Technology is doing a great job so far lol. Gave me a birthday… https://instagram.com/p/6DPdm8RQL9Yovy35RT_wnDkQl_W7Ho7V2dfK40/ …,,,,6.29E+17,https://twitter.com/TheOriginator23/status/629346381371699200
SPX FLOW,SPXFlow,4/17/2015 5:01,0,0,SPX flash technology provides an insight into international regulations for aviation obstruction lighting: http://ow.ly/LxMBG,,,,5.89E+17,https://twitter.com/SPXFlow/status/588990681865134080
Intensity Jobs,intensityjobs,12/18/2013 7:37,0,0,"Product Support Manager: TN-Nashville, Business Unit Description Flash Technology, an SPX brand, has been... http://dlvr.it/4XJh9S",,,,4.13E+17,https://twitter.com/intensityjobs/status/413286910778294272
jane west,westy1287,10/4/2012 11:56,0,0,"Flash Technology | SPX: Obstruction Lighting For Utilities, Broadcast, and Catenary. Flash Technology provides l... http://bit.ly/QvQ63Q",,,,2.54E+17,https://twitter.com/westy1287/status/253886266234503168
Bill Moore,TheSolarTech,6/22/2009 11:49,0,0,"Flash Technology To Provide Lighting For John Deere Wind Energy: based Flash Technology, an SPX subsidiary, has committe http://url4.eu/18RD",,,,2280426176,https://twitter.com/TheSolarTech/status/2280426176
Jobs in Tennessee,Tenn_HR,12/24/2017 8:00,0,0,"Tech Support Analyst: Job Summary About Flash Technology Flash Technology, an SPX Corporation business, provides certified FAA obstruction lighting systems, tower lights, and monitoring equipment to the telecom,… http://tw.eet.link/Q7Qgz0 # IT # job # hiring # IT # techjob # ITJob",,,# # # # # #,9.45E+17,https://twitter.com/Tenn_HR/status/944915582415073280
Jordan Hayes,publicistreport,5/15/2017 7:37,0,0,"Global LED Obstruct Lighting Market-Flash Technology (SPX), Obelux, Dialight, TRANBERG http://publicistreport.com/electronics/global-led-obstruct-lighting-market.html …",,,,8.64E+17,https://twitter.com/publicistreport/status/864082313776443392
TechAnnouncer,TechAnnouncer,4/14/2017 7:57,0,0,"Global LED Obstruct Lighting Market 2017 - Carmanah Technologies, Hughey & Phillips, Dialight, Flash Technology (SPX), Avlite, Orga Aviat... pic.twitter.com/iBtnSUF3bN",,,,8.53E+17,https://twitter.com/TechAnnouncer/status/852853426711130112
RandomURL,RandomURL,10/4/2012 12:26,0,0,"Flash Technology | SPX: Obstruction Lighting For Utilities, Broadcast, and Catenary. Flash Technology provides l... http://bit.ly/T5Rw92",,,,2.54E+17,https://twitter.com/RandomURL/status/253893816828981248
corkyd,corkyd,7/17/2018 7:10,0,0,FLASH TECHNOLOGY TOWER SAFETY OBSTRUCTION LIGHTING Radio Cell Light Assembly Best Ever ! # towersafety # safetylighting # safetytechnologyhttps://ebay.to/2zF8BmL,,,# # #,1.02E+18,https://twitter.com/corkyd/status/1019177626735398918
BigBox Power,BigboxPower,6/21/2018 4:48,0,0,Flash Technology - FTS 371 DC - A1 Towers - Red Obstruction Lighting System https://goo.gl/qHxmpY pic.twitter.com/TpTEV1Fqtd,,,,1.01E+18,https://twitter.com/BigboxPower/status/1009719793329598470
Outstanding Coins,OutstandingCoi,4/19/2018 15:26,0,0,Flash Technology PC310 Power Converter FAA Obstruction Lighting http://amordad.steinstone.info/US/categories/twt/?item=232739917010 …,,,,9.87E+17,https://twitter.com/OutstandingCoi/status/987049760648585216
IT Jobs Tennessee,ITTennessee,12/29/2017 7:14,0,0,"Tech Support Analyst: Job Summary About Flash Technology Flash Technology, an SPX Corporation business, provides certified FAA obstruction lighting systems, tower lights, and monitoring equipment to the telecom,… http://tw.eet.link/Q84GkJ # IT # job # hiring # IT # techjob # ITJob",,,# # # # # #,9.47E+17,https://twitter.com/ITTennessee/status/946715952686686208
Patricia W. Adam,patriciawadam,3/21/2017 4:43,0,0,FLASH TECHNOLOGY FH3620-2 TOWER SAFETY LED OBSTRUCTION LIGHTING Radio https://goo.gl/fb/sJvlhb,,,,8.44E+17,https://twitter.com/patriciawadam/status/844107067380158464
Patricia W. Adam,patriciawadam,2/27/2017 2:04,0,0,FLASH TECHNOLOGY FH 308 STROBE TOWER OBSTRUCTION LIGHTING https://goo.gl/fb/P9bqYS,,,,8.36E+17,https://twitter.com/patriciawadam/status/836109791772741634
Patricia W. Adam,patriciawadam,2/11/2017 13:58,0,0,Flash Technology FH 3620 FH3620 LED Medium Intensity Obstruction Lighting System https://goo.gl/fb/HMtH52,,,,8.30E+17,https://twitter.com/patriciawadam/status/830491260934828032
Chris Young,Norsunenergy,4/29/2016 10:19,0,0,"Flash Technology Enhances Remote-Monitoring Solutions For Obstruction Lighting http://ift.tt/1rEV3iv Franklin, Tenn.-based Flash Techno…",,,,7.26E+17,https://twitter.com/Norsunenergy/status/726053332020789248
SPX FLOW,SPXFlow,4/17/2015 5:01,0,0,SPX flash technology provides an insight into international regulations for aviation obstruction lighting: http://ow.ly/LxMBG,,,,5.89E+17,https://twitter.com/SPXFlow/status/588990681865134080
jane west,westy1287,10/4/2012 11:56,0,0,"Flash Technology | SPX: Obstruction Lighting For Utilities, Broadcast, and Catenary. Flash Technology provides l... http://bit.ly/QvQ63Q",,,,2.54E+17,https://twitter.com/westy1287/status/253886266234503168
corkyd,corkyd,7/15/2018 7:08,0,0,FLASH TECHNOLOGY TOWER SAFETY OBSTRUCTION LIGHTING Radio Cell Light Assembly Best Ever ! # towersafety # safetylighting # safetytechnologyhttps://ebay.to/2zF8BmL,,,# # #,1.02E+18,https://twitter.com/corkyd/status/1018452315089588225
Jobs in Tennessee,Tenn_HR,12/24/2017 8:00,0,0,"Tech Support Analyst: Job Summary About Flash Technology Flash Technology, an SPX Corporation business, provides certified FAA obstruction lighting systems, tower lights, and monitoring equipment to the telecom,… http://tw.eet.link/Q7Qgz0 # IT # job # hiring # IT # techjob # ITJob",,,# # # # # #,9.45E+17,https://twitter.com/Tenn_HR/status/944915582415073280
Patricia W. Adam,patriciawadam,2/23/2017 9:20,0,0,FLASH TECHNOLOGY FH 3620-2 TOWER SAFETY LED OBSTRUCTION LIGHTING https://goo.gl/fb/mhD2vZ,,,,8.35E+17,https://twitter.com/patriciawadam/status/834769933435297792
RandomURL,RandomURL,10/4/2012 12:26,0,0,"Flash Technology | SPX: Obstruction Lighting For Utilities, Broadcast, and Catenary. Flash Technology provides l... http://bit.ly/T5Rw92",,,,2.54E+17,https://twitter.com/RandomURL/status/253893816828981248
Tennessee Recruiter,TennesseeHiring,12/30/2017 15:50,0,0,"Tech Support Analyst: Job Summary About Flash Technology Flash Technology, an SPX Corporation business, provides certified FAA obstruction lighting systems, tower lights, and monitoring equipment to the telecom,… http://tw.eet.link/Q8FT4j # tech # job # IT # IT # techjob # ITJob",,,# # # # # #,9.47E+17,https://twitter.com/TennesseeHiring/status/947208182723633153
Audrey Jones,au4200,10/4/2012 12:25,0,0,"Flash Technology | SPX: Obstruction Lighting For Utilities, Broadcast, and Catenary. Flash Technology provides l... http://bit.ly/VlRv1w",,,,2.54E+17,https://twitter.com/au4200/status/253893548557086721
Flash Technology,flashtechnology,7/17/2018 15:05,0,0,The FTB 205 high intensity xenon tower lighting system now ships with a new coupling transformer assembly. Integrating couplers increases the reliability of the lighting system by improving tube and trigger performance. Instruction sheet and manual at http://ow.ly/blXD30kZQjZ pic.twitter.com/mmrl4tUqeB,,,,1.02E+18,https://twitter.com/flashtechnology/status/1019296983201091584
corkyd,corkyd,7/17/2018 7:10,0,0,FLASH TECHNOLOGY TOWER SAFETY OBSTRUCTION LIGHTING Radio Cell Light Assembly Best Ever ! # towersafety # safetylighting # safetytechnologyhttps://ebay.to/2zF8BmL,,,# # #,1.02E+18,https://twitter.com/corkyd/status/1019177626735398918
Loot Mountain,LootMountain,5/8/2018 4:41,0,0,"... Delta Box, Shenzhen Xingbiao, OBSTA, Orga Aviation, Holland Aviation, Shenzhen Ruibu, International Tower Lighting, Flash Technology ( SPX ), Dialight, Obelux, Hubbell Incorporated and Cooper Industries. LED O .. https://www.google.com/url?rct=j&sa=t&url=https://theanalystfinancial.com/191279/led-obstruct-lighting-market-development-by-2023-hughey-phillips-avlite-dialight-and-flash-technology-spx/&ct=ga&cd=CAIyHDAxNGFjNDI5ZGFjY2I1ODM6Y29tOmVuOlVTOlI&usg=AFQjCNE7BeEQefSlaE9bWdvgVHxM8TcAYA …",,,,9.94E+17,https://twitter.com/LootMountain/status/993772751621156864
IT Jobs Tennessee,ITTennessee,12/29/2017 7:14,0,0,"Tech Support Analyst: Job Summary About Flash Technology Flash Technology, an SPX Corporation business, provides certified FAA obstruction lighting systems, tower lights, and monitoring equipment to the telecom,… http://tw.eet.link/Q84GkJ # IT # job # hiring # IT # techjob # ITJob",,,# # # # # #,9.47E+17,https://twitter.com/ITTennessee/status/946715952686686208
Patricia W. Adam,patriciawadam,2/1/2017 21:55,0,0,Flash Technology FH 324 Tower HUGE LOT Head Strobe Red White Controller ITL https://goo.gl/fb/cFBT75,,,,8.27E+17,https://twitter.com/patriciawadam/status/826987344603537410
🇺🇸U.S. Flash Feed🇺🇸,Flash_Feed,10/10/2016 20:39,0,0,The Leaked Dark Tower Trailer Has a Lot of Modern Day New York City in It | Flash Technology News http://fb.me/1AZS6FqbU,,,,7.86E+17,https://twitter.com/Flash_Feed/status/785640832653258752
🇺🇸U.S. Flash Feed🇺🇸,Flash_Feed,10/8/2016 18:03,0,0,Faster than a speeding — elevator. Shanghai Tower claims to have world's fastest | Flash Technology News http://fb.me/46UHRHmw9,,,,7.85E+17,https://twitter.com/Flash_Feed/status/784876913412100096
🇺🇸U.S. Flash Feed🇺🇸,Flash_Feed,5/31/2016 17:44,0,0,"From ice rooms to inside the Eiffel Tower, 7 of the coolest hotels on Earth | Flash Technology News http://fb.me/7gMX3Lkgk",,,,7.38E+17,https://twitter.com/Flash_Feed/status/737761812976918528
Melanie Balakit,MelanieBalakit,10/2/2015 12:22,0,0,"Light tower markers"" are on the table at Flash Technology. # MFGDay15pic.twitter.com/6mbfDiYR5t""",,,#,6.50E+17,https://twitter.com/MelanieBalakit/status/649982717325611008
Radio magazine,Radiomagazine,5/10/2013 11:37,0,0,Flash Technology FTS 370w: Solid-state tower lighting and 2013 Pick Hit Award Winner http://bit.ly/15Ug4ZD,,,,3.33E+17,https://twitter.com/Radiomagazine/status/332882150099677184
Simfany,Simfany,7/29/2010 9:48,0,0,Science & Technology: Slow Motion Video of a Multiple Tower Upward Lightning Flash on 6/16/10 http://simfany.com/v60295/,,,,19826989847,https://twitter.com/Simfany/status/19826989847
BVARA,w3sgj,5/14/2010 13:48,0,0,From QRZ.com - Flash Technology FH-306 Tower Strobe Light: I have for sale one used Flash Technology obstruction b... http://bit.ly/cDzI6D,,,,13988706198,https://twitter.com/w3sgj/status/13988706198
TechPinas,techpinas,1/20/2010 0:33,0,0,Play Overlord II Tower Defense Flash Browser Game - TP Flash Games Series ! | TechPinas : The Philippine Technology ... http://shar.es/aBM8c,,,,7976554651,https://twitter.com/techpinas/status/7976554651
BVARA,w3sgj,1/2/2010 2:25,0,0,2 Tower Strobe Beacon Lights: I have two Flash Technology FH 306-2 obstruction beacons i am looking to sell. Th.. http://bit.ly/5fpWN4,,,,7293764932,https://twitter.com/w3sgj/status/7293764932
corkyd,corkyd,7/16/2018 7:08,0,0,FLASH TECHNOLOGY TOWER SAFETY OBSTRUCTION LIGHTING Radio Cell Light Assembly Hurry # towersafety # safetylighting # safetytechnologyhttps://ebay.to/2zF8BmL,,,# # #,1.02E+18,https://twitter.com/corkyd/status/1018814588215799808
Karl Thomson,tweetkarl,7/1/2018 8:50,0,0,"In the world of # technology, all-flash # storage is seen as being in the ivory tower & still the purview of high-end # primary # applications & larger companies. It's now time for # flash to become available to all # markets. Check out our full blog post here: https://okt.to/BzVI0v pic.twitter.com/qtGeqWEQEb",,,# # # # # #,1.01E+18,https://twitter.com/tweetkarl/status/1013404366580183041
Jobs in Tennessee,Tenn_HR,12/24/2017 8:00,0,0,"Tech Support Analyst: Job Summary About Flash Technology Flash Technology, an SPX Corporation business, provides certified FAA obstruction lighting systems, tower lights, and monitoring equipment to the telecom,… http://tw.eet.link/Q7Qgz0 # IT # job # hiring # IT # techjob # ITJob",,,# # # # # #,9.45E+17,https://twitter.com/Tenn_HR/status/944915582415073280
Patricia W. Adam,patriciawadam,3/21/2017 4:43,0,0,FLASH TECHNOLOGY FH3620-2 TOWER SAFETY LED OBSTRUCTION LIGHTING Radio https://goo.gl/fb/sJvlhb,,,,8.44E+17,https://twitter.com/patriciawadam/status/844107067380158464
Patricia W. Adam,patriciawadam,2/27/2017 2:04,0,0,FLASH TECHNOLOGY FH 308 STROBE TOWER OBSTRUCTION LIGHTING https://goo.gl/fb/P9bqYS,,,,8.36E+17,https://twitter.com/patriciawadam/status/836109791772741634
Patricia W. Adam,patriciawadam,12/26/2016 0:35,0,0,4 TOWER BEACON LIGHT/ LENS LAMP FLASH TECHNOLOGY RED WHITE STROBE (LOT OF 4) https://goo.gl/fb/ej9p5S,,,,8.13E+17,https://twitter.com/patriciawadam/status/813256966365540352
Patricia W. Adam,patriciawadam,11/16/2016 4:12,0,0,FLASH TECHNOLOGY FH 3620-2 NEW LED TOWER LIGHT FAA L-864/865 https://goo.gl/fb/Szgywt,,,,7.99E+17,https://twitter.com/patriciawadam/status/798816060195500033
The Israel Company,israel_flash,2/12/2015 10:07,0,0,# Israel # Globes : Tower teams with FLIR on infrared technology http://ow.ly/2UAqVy,,,# #,5.66E+17,https://twitter.com/israel_flash/status/565889855369281536
landonfang,landonfang1,4/23/2014 22:48,0,0,"http://gmtlight.en.alibaba.com/product/735539860-200202610/Drink_Tower.html … - Drink Tower, View Drink Tower, GMT Product Details from Beijing Golden Flash Technology Development Center on Aliba",,,,4.59E+17,https://twitter.com/landonfang1/status/459161995866939392
Shawn Wilkerson,WhelenVortexR,2/21/2014 20:46,0,0,I liked a @ YouTube video http://youtu.be/JOFuybJk0lo?a Flash Technology Tower Strobe,,@,,4.37E+17,https://twitter.com/WhelenVortexR/status/437040567042998272
Shawn Wilkerson,WhelenVortexR,11/4/2013 21:54,0,0,I liked a @ YouTube video http://youtu.be/-Bizzsr1zh4?a ROBLOX Cell Phone Tower Day/Night mode Flash Technology FTB-324 Obstruction Beacon,,@,,3.98E+17,https://twitter.com/WhelenVortexR/status/397557623333351424
GeekyCrunch,geekycrunch,9/21/2013 16:49,0,0,# tech USB Flash drive shaped like an Eiffel Tower http://dlvr.it/40zVfP # Electronics # Gadgets # Technology # technology,,,# # # # #,3.82E+17,https://twitter.com/geekycrunch/status/381520476335382528
Hugh Winter,Hyough,9/19/2011 13:19,0,0,With all our advanced technology we still can't make a camera that realises firing the flash at Tower Bridge at night is not enough?,,,,1.16E+17,https://twitter.com/Hyough/status/115837345881784320
Flash Technology,flashtechnology,9/7/2010 7:03,0,0,Flash Technology's advanced MET tower lighting solutions wil... http://conta.cc/cyVKGo via # constantcontact,,,#,23227725515,https://twitter.com/flashtechnology/status/23227725515
